impl_key,effect_slug,source_path,clause,role,aspect,resource,observed_text,implied_text,inference_kind,description,operator,value_si,si_unit,value_text,confidence,notes,updated
curie-paramagnetism:emergent_output:curie-chi,curie-paramagnetism,library/curie-paramagnetism.md,emergent_output,output,output,dimensionless,"χ = C/T, or C/(T−θ) when mean interactions are present but have not yet locked the population. Linear in B at small x. Zero remnant at B=0. No hysteresis loop of the kind a hard magnet keeps.","Reversible susceptibility is the averaged projection of an unlocked-moment population. Remanence at B=0 is the latch, not this average.",relabel,The stable output is χ = C/T with zero remnant. That is the unlocked contrast to the latched magnet.,,,,χ = C/T (zero remnant),high,"Contrast with permanent-magnet-latch. Pauli paramagnetism is a different, nearly T-independent Fermi-surface envelope and is not filed as Curie. C and θ are taken from fit or ionic configuration.",2026-08-17
curie-paramagnetism:energy_barrier:unlocked-no-latch,curie-paramagnetism,library/curie-paramagnetism.md,energy_barrier,requirement,barrier,energy,Operating condition of this effect: no latching barrier. The moments remain unlocked. A latched grain holds a directional moment at zero continuous field and zero continuous power; an unlocked Curie population holds nothing at B=0.,"This machine exists only while there is no anisotropy barrier holding a remnant. Soft iron above its useful coercivity but below T_C is still a ferromagnetic collective, not Curie.",envelope,Curie paramagnetism requires the absence of the magnet-latch barrier.,,,,no latch; unlocked moments; zero remnant at B=0,medium,Contrast with permanent-magnet-latch. Ferromagnetic-hysteresis owns the poorly latched ferromagnet. Superparamagnetism is a small grain with a KV barrier that only looks unlocked above T_B.,2026-08-17
curie-paramagnetism:failure_mode:high-t-vanishes,curie-paramagnetism,library/curie-paramagnetism.md,failure_mode,failure,threshold,temperature,Heating toward very high T drives χ→0: the same field produces less and less moment. The population is still unlocked; the useful output has vanished into the instrument floor.,"High-T collapse of the useful moment is still Curie, just an unusably small average.",envelope,"χ = C/T remains the envelope as T→∞, but the useful moment for a given B disappears.",,,,T → ∞ ⇒ χ → 0,medium,"Not a change of family, unlike T→T_C.",2026-08-17
curie-paramagnetism:failure_mode:order-lock,curie-paramagnetism,library/curie-paramagnetism.md,failure_mode,failure,threshold,temperature,"Cooling through θ, T_C, or T_N installs a latch or a staggered order. Below those temperatures χ is no longer C/T.",χ = C/T dies because the machine has changed family — unlocked ensemble replaced by latched or staggered order — not because this average was merely cooled.,envelope,Order at T_C / T_N / θ replaces the Curie ensemble with a different machine.,,,,T < T_C / T_N / θ → order,high,"Cross-cite permanent-magnet-latch, ferromagnetic-hysteresis, antiferromagnetic-order. No single ordering temperature is extracted here; C and θ are material-specific.",2026-08-17
curie-paramagnetism:failure_mode:saturation,curie-paramagnetism,library/curie-paramagnetism.md,failure_mode,failure,threshold,b_field,"The linear χ envelope fails when μB is no longer small compared with kT. With μ_B/k ≈ 0.672 K T^{-1}, kT/μ_B at 300 K is several hundred tesla, so a 1 T laboratory field sits deep in the linear regime. At a kelvin, tesla-scale fields reach Brillouin / Langevin saturation.",Above μB ∼ kT the Brillouin function saturates and χ is no longer C/T.,envelope,Large B/T takes the unlocked population out of the linear Curie envelope without locking it.,,,,μB ≳ kT → saturation,high,"μ_B/k is a defined-constant ratio, not a QSA extraction.",2026-08-17
curie-paramagnetism:hardware_scale:unlocked-population,curie-paramagnetism,library/curie-paramagnetism.md,hardware_scale,requirement,capacity,node_count,"A large population of unlocked moments sharing a bath T, observed as a net M in an applied B. One spin is not a susceptibility. There is no universal N cliff. Volume enters this family as count, not as an anisotropy barrier.",Macro χ is the averaged response of the unlocked population. Dilute moments still follow Curie once N is large enough for the magnetometer; concentrated moments follow Curie–Weiss until they lock.,open,Curie paramagnetism is a statistical unlocked-moment average. No spin-count cliff and no KV volume threshold are extracted.,,,,"no universal N; volume is count, not KV",medium,"Contrast with permanent-magnet-latch (barrier-protected remnant) and superparamagnetism (same latch, under-provisioned V). A true Curie ion has no anisotropy-volume cliff.",2026-08-17
cyclotron-resonance:clock_latency:omega-c,cyclotron-resonance,library/cyclotron-resonance.md,clock_latency,requirement,speed,frequency,ωc = eB/m*. Free electrons: fc ≈ 28.0 GHz T^{-1}. GaAs conduction electrons: m*≈0.067 me so fc≈0.42 THz T^{-1}.,Clock is load-bearing. ω must match ωc. B sets that clock. τ is the reset / decoherence time of the orbital motion.,relabel,"A driven orbital clock at eB/m*, not a plasma-period screening cycle.",eq,28000000000.0,Hz/T,28.0 GHz T^{-1} (free electron),high,"si_unit is Hz per tesla; value_si is the 1 T frequency. This 28 GHz T^{-1} coincides with g=2 spin resonance; the degree of freedom is orbital, not spin. GaAs class is 0.42 THz T^{-1}. Same carriers can also run the ωp clock (plasma-frequency-cutoff).",2026-08-17
cyclotron-resonance:consistency_gap:underived-mstar,cyclotron-resonance,library/cyclotron-resonance.md,consistency_gap,gap,output,mass,QSA records 0.067 me in GaAs as a measured output of the lattice-plus-carrier machine. It does not derive that fraction from node rules.,"m* is located as an emergent output. The lattice that renormalizes the mass is pointed at, not derived here.",open,Open item is m* itself. Clock match and ωcτ≳1 still close as a High mapping.,,,,"m* taken, not derived",medium,File-level mapping remains High. CR does not become a lattice-mode entry: the collapse is not a phonon cutoff. Cross-cite semiconductor-gap-absorption and faraday-rotation (off-resonant cousin).,2026-08-17
cyclotron-resonance:emergent_output:m-star,cyclotron-resonance,library/cyclotron-resonance.md,emergent_output,output,output,mass,The resonance field at a known frequency is read as an effective mass. GaAs conduction electrons: m*≈0.067 me. Si and Ge are anisotropic (distinct longitudinal and transverse masses).,An absorption line whose position is the effective mass (or mass tensor) of the carrier population.,relabel,"The synchronized orbital response emits m* as a measured output, not as a derived node mass.",approx,,,m*≈0.067 me (GaAs electrons),high,"value_si left null: the file quotes a ratio to me, not a kilogram mass. Angular pattern of anisotropic bands is data from which the tensor is read.",2026-08-17
cyclotron-resonance:energy_barrier:no-latch,cyclotron-resonance,library/cyclotron-resonance.md,energy_barrier,requirement,threshold,b_field,"No continuous power is required of the sample beyond the probing field. B is required both to set ωc and, in practice, to push ωc τ through unity.","No latch. field-threshold marks B as a clock-setting resource, not a stored-state barrier.",relabel,CR is a driven orbital match. There is no barrier holding a written state.,,,,no latch; B sets ωc,high,,2026-08-17
cyclotron-resonance:failure_mode:off-resonance,cyclotron-resonance,library/cyclotron-resonance.md,failure_mode,failure,speed,frequency,Off resonance the absorption falls. Resonance condition ω=ωc (or ω=n ωc in Azbel–Kaner / harmonic geometries).,Clock mismatch → no line.,relabel,The load-bearing spectral collapse is ω≠ωc.,,,,ω ≠ ωc,high,B→0 sends ωc→0 and ωcτ→0 together.,2026-08-17
cyclotron-resonance:failure_mode:omega-c-tau,cyclotron-resonance,library/cyclotron-resonance.md,failure_mode,failure,threshold,dimensionless,"In a dirty or warm sample the line is absent even at the nominal matching field. ωc τ < 1 (impurity scattering, or phonon scattering as T rises) washes the line out.","The orbit is not completed. Thermal collapse is a shortened τ, not a Curie point.",relabel,Scattering-time failure of the orbital clock. Twin of the ωcτ≳1 hardware spec.,max,1.0,1,ωc τ < 1,high,"Any one sample’s τ(T) is medium. quantum-hall-effect uses the same clean high-B, low-T 2DEG setting; the output there is a quantized Hall resistance, not an m* line.",2026-08-17
cyclotron-resonance:hardware_scale:omega-c-tau,cyclotron-resonance,library/cyclotron-resonance.md,hardware_scale,requirement,threshold,dimensionless,"Visibility condition: ωc τ ≳ 1 (equivalently ωτ ≳ 1 on resonance). If the carrier scatters before completing an orbit, there is no line. A specific τ is sample-dependent; the inequality is the boundary.",The buffer that gates the macro line is mean free path versus orbit — a clock resource written as a length. No single film-thickness cliff.,relabel,Hardware is a carrier population whose scattering time lets an orbit be a well-defined clock.,min,1.0,1,ωc τ ≳ 1,high,"Original Si/Ge microwave resonances were recorded near liquid-helium temperature. T kills CR by shortening τ, not by a Curie-like transition.",2026-08-17
cyclotron-resonance:hardware_scale:skin-recut,cyclotron-resonance,library/cyclotron-resonance.md,hardware_scale,requirement,scale,length,"In metals the microwave field occupies only the skin layer. Azbel–Kaner geometry (B parallel to the surface) lets a carrier recut that layer once per orbit. Without that geometry, bulk-metal CR is not observed.",3D-metal CR adds the skin layer as the only volume the drive occupies. The cyclotron match is a different clock from the skin itself.,envelope,Metal CR borrows skin-effect’s screening length as its spatial buffer.,,,,Azbel–Kaner recut of the skin layer,high,Cross-cite skin-effect. The cyclotron radius rc=m* v_⊥/eB is a real orbit size but is not the usual collapse.,2026-08-17
debye-cutoff:clock_latency:omega-d-ceiling,debye-cutoff,library/debye-cutoff.md,clock_latency,requirement,speed,frequency,"Corresponding clock class, from the definition of Θ_D: a few terahertz for Pb-class Θ_D (~100 K), tens of terahertz for diamond-class Θ_D (~2000 K). Thermal occupation of the last modes requires kT ~ ħω_D = kΘ_D.",ω_D is the clock ceiling of the ion grid under the linear-spectrum count. Below it only a T³-growing fraction of the 3N modes is in play; above it the mechanical spectrum is fully occupied.,envelope,"The Debye clock is a few THz (Pb class) to tens of THz (diamond class), the continuum stand-in for the zone-boundary ceiling.",range,,Hz,few THz (Pb class) to tens of THz (diamond class),high,Do not convert Θ_D to a single invented ω_D pin. Real ceiling is the Brillouin-zone boundary on phonon-dispersion.,2026-08-17
debye-cutoff:consistency_gap:underived-theta-d,debye-cutoff,library/debye-cutoff.md,consistency_gap,gap,threshold,temperature,Identifying the ceiling with a single spherical ω_D is an interpolation: the measured ceiling is the zone-boundary set on phonon-dispersion. QSA currently takes handbook Θ_D as the clock specification and does not derive it from a more primitive node rule.,"The 3N ceiling is tight; the Debye-sphere pin is taken, not derived.",open,Finite mode count is closed. A single spherical Θ_D is an interpolation over the real zone boundary.,,,,Θ_D taken; sphere vs zone boundary,medium,"File-level mapping remains High. Gap is the sphere versus the real zone boundary, not the existence of a cutoff.",2026-08-17
debye-cutoff:emergent_output:theta-d-class,debye-cutoff,library/debye-cutoff.md,emergent_output,output,output,temperature,Handbook class: Pb Θ_D ∼ 100 K; diamond Θ_D ∼ 2000 K. Room temperature (≈ 300 K) sits above the lead ceiling and far below the diamond ceiling. Low-T insulator heat capacity follows T³; high-T lattice heat capacity saturates at 3Nk (Dulong–Petit).,"A material-typical Θ_D and the two heat-capacity limits it organizes are the averaged output of a finite, synchronized mechanical population.",envelope,"The finite-mode machine emits a Θ_D class from ~100 K (Pb) to ~2000 K (diamond), with T³ and 3Nk as the organized bounds.",range,,K,Θ_D ~100 K (Pb) to ~2000 K (diamond),high,Any one numerical Θ_D is medium (extraction method moves the number inside the class). Metals add a separate γT term owned by electron-heat-capacity.,2026-08-17
